accx,accy,accz,pres,temp,alt,velv,accv,act,time,state
11.72,-2.66,5.26,39.48,53.94,9873.53,-6.3,-7.31,0,46376,3
7.47,-3.04,5.85,39.5,53.94,9873.21,-6.5,-7.13,0,46429,3
16.57,-1.82,10.06,39.51,54,9872.86,-6.98,-10.5,0,46477,3
12.57,-1.91,7.81,39.53,54,9872.5,-7.57,-8.64,0,46528,3
10.44,-1.81,8.08,39.54,53.94,9872.06,-8.4,-8.48,0,46579,3
12.32,-1.39,9.37,39.55,53.94,9871.55,-9.5,-9.47,0,46630,3
17.45,-0.89,10.37,39.57,53.94,9870.97,-10.86,-10.79,0,46684,3
9.43,0.37,9.38,39.58,53.94,9870.27,-12.25,-7.92,0,46732,3
11.3,-1.41,9.36,39.59,53.94,9869.55,-13.89,-9.44,0,46783,3
12.27,-2.51,6.9,39.6,53.94,9868.7,-15.62,-8.75,0,46834,3
10.96,-2.12,5.92,39.62,53.94,9867.74,-17.48,-7.57,0,46888,3
15.84,-1.61,5.26,39.62,53.94,9866.63,-19.36,-7.85,0,46936,3
9.55,-0.85,5.29,39.64,53.94,9865.51,-21.46,-5.73,0,46987,3
9.18,-1.49,5.85,39.65,53.94,9864.21,-23.68,-6.25,0,47038,3
11.02,-1.4,5.02,39.67,53.94,9862.79,-26.05,-6.07,0,47092,3
11.97,-0.48,4.07,39.69,53.94,9861.14,-28.47,-4.95,0,47140,3
9.37,-3.89,2.6,39.7,53.94,9859.51,-31.34,-6.76,0,47191,3
12.84,-3.55,1.82,39.72,53.94,9857.64,-34.29,-7.04,0,47242,3
9.13,-5.13,1.79,39.74,53.94,9855.59,-37.46,-7.48,0,47296,3
8.8,-4.32,0.42,39.75,53.94,9853.26,-40.5,-6.4,0,47344,3
10.29,-3.42,0.87,39.77,53.94,9851,-43.99,-5.84,0,47395,3
11.04,-5.24,-0.89,39.79,53.94,9848.41,-47.59,-7.77,0,47446,3
9.27,-5.45,-1.7,39.8,53.94,9845.64,-51.19,-7.6,0,47500,3
14.97,-4.96,-1.67,39.81,53.94,9842.53,-54.74,-8.33,0,47548,3
17.3,-5.88,-2.55,39.83,53.94,9839.55,-58.7,-9.84,0,47600,3
9.42,-6.51,-2.9,39.84,53.88,9836.13,-62.51,-8.85,0,47651,3
8.4,-6.03,-3.48,39.85,53.94,9832.58,-66.27,-8.4,0,47706,3
11.8,-5.65,-4.46,39.87,53.94,9828.56,-69.94,-9.16,0,47754,3
9.17,-5.61,-4.72,39.88,53.88,9824.83,-74.03,-8.77,0,47804,3
7.03,-5.04,-4.49,39.89,53.94,9820.78,-77.77,-7.81,0,47855,3
6.67,-5.32,-4.25,39.91,53.94,9816.46,-81.46,-8,0,47906,3
8.15,-4.42,-3.87,39.91,53.94,9811.96,-85.01,-7.53,0,47959,3
14.12,-1.59,-1.41,39.93,53.94,9807.12,-88.3,-5.82,0,48007,3
11.43,-4.2,-3.04,39.93,53.94,9802.55,-91.84,-8.15,0,48058,3
10.77,-3.57,-2.63,39.95,53.94,9797.56,-95.08,-7.31,0,48110,3
7.5,-4.62,-3.52,39.96,53.88,9792.3,-98.28,-7.61,0,48165,3
9.82,-4.15,-2.23,39.97,53.94,9786.6,-101.12,-7.39,0,48213,3
7.53,-4.54,-1.3,39.98,53.94,9781.46,-104.15,-6.77,0,48264,3
8.23,-3.65,-0.91,40,53.94,9775.88,-106.94,-6.11,0,48314,3
7.72,-3.87,-0.86,40.01,53.94,9770.27,-109.61,-6.19,0,48368,3
8.72,-3.78,-0.56,40.02,53.94,9764.11,-111.96,-6.42,0,48415,3
10.82,-2.12,0.2,40.03,53.94,9758.62,-114.37,-5.44,0,48466,3
15.81,-1.14,1.09,40.04,53.94,9752.57,-116.56,-5.92,0,48517,3
10.73,-4.11,-0.51,40.06,53.94,9746.43,-118.67,-7.26,0,48597,3
9,-4.47,-1.69,40.07,53.88,9736.73,-120.23,-7.26,0,48622,3
8.16,-4.5,-2.8,40.08,53.88,9733.55,-123.53,-7.3,0,48670,3
10.01,-3.81,-3.33,40.1,53.94,9727.47,-125.27,-7.37,0,48722,3
10.28,-3.14,-3.49,40.11,53.88,9720.8,-126.85,-6.91,0,48791,3
14.4,0.72,-3.88,40.13,53.94,9711.9,-127.94,-4.76,0,48868,3
11.69,-1.14,-4.62,40.15,53.88,9701.92,-128.94,-5.86,0,48923,3
8.14,-4.31,-5.82,40.15,53.88,9694.76,-129.78,-8.18,0,48946,3
12.49,-4.44,-6.61,40.17,53.94,9691.72,-130.93,-9.44,0,48997,3
11.85,-3.92,-7.02,40.19,53.88,9684.96,-131.89,-8.91,0,49045,3
7.09,-4.01,-7.44,40.21,53.88,9678.56,-132.73,-8.45,0,49096,3
6.52,-3.62,-7.39,40.23,53.88,9671.72,-133.53,-8.05,0,49147,3
8.69,-2.74,-9.5,40.25,53.88,9664.84,-134.3,-8.95,0,49209,3
5.82,-3.68,-8.51,40.26,53.88,9656.47,-134.9,-8.85,0,49270,3
8.26,-2.99,-9.29,40.28,53.88,9648.22,-135.32,-9.18,0,49301,3
10.89,-1.85,-10.55,40.29,53.94,9644.04,-135.08,-9.62,0,49353,3
8.31,-2.88,-10.32,40.3,53.88,9637.02,-135.22,-10.18,0,49404,3
4.64,-2.24,-10.2,40.31,53.88,9630.16,-135.03,-9.71,0,49457,3
10.63,-1.74,-10.52,40.32,53.88,9623.06,-134.73,-10.21,0,49505,3
7.61,-0.91,-10.5,40.33,53.88,9616.67,-134.06,-9.93,0,49556,3
7.19,-0.91,-10.54,40.34,53.88,9609.94,-133.25,-10.21,0,49606,3
5.3,0.12,-10.37,40.35,53.88,9603.41,-132.13,-9.78,0,49660,3
6.05,2.98,-10.47,40.35,53.94,9596.44,-130.77,-9.19,0,49708,3
10.12,7.66,-10.07,40.37,53.94,9590.35,-128.89,-8.03,0,49760,3
8.59,3.46,-11.15,40.37,53.88,9583.85,-127.2,-10.45,0,49812,3
6.99,4.3,-11.16,40.38,53.88,9577.45,-125.29,-10.45,0,49866,3
9.14,5.78,-10.39,40.39,53.88,9570.94,-123.22,-9.95,0,49914,3
13.39,6.92,-10.04,40.4,53.88,9565.29,-120.56,-10.09,0,49964,3
4.67,4.18,-10.26,40.41,53.88,9559.55,-117.92,-10.28,0,50015,3
5.43,5.04,-10.42,40.42,53.81,9553.82,-115.38,-10.73,0,50068,3
8.86,6.1,-9.99,40.43,53.88,9548.02,-112.64,-10.76,0,50116,3
6.41,7.25,-9.99,40.44,53.88,9542.95,-109.4,-11.22,0,50167,3
7.55,8.02,-9.81,40.45,53.88,9537.72,-106.27,-11.63,0,50218,3
8.73,11.36,-9.29,40.45,53.88,9532.66,-102.98,-12.84,0,50273,3
15.31,17.98,-5.37,40.46,53.88,9527.38,-99.91,-13.41,0,50322,3
7.44,15.04,-4.75,40.47,53.88,9522.88,-96.18,-12.89,0,50373,3
11.69,15.52,-0.41,40.49,53.88,9518.38,-92.56,-11.05,0,50424,3
10.79,13.06,-4.54,40.51,53.88,9514.03,-89.24,-12.67,0,50478,3
9.27,12.7,-4.23,40.53,53.88,9509.58,-86.2,-12.55,0,50525,3
10.18,12.72,-3.2,40.55,53.88,9505.9,-82.56,-12.17,0,50576,3
7.49,14.14,-1.09,40.55,53.88,9502.07,-79.2,-13.09,0,50626,3
8.92,15.53,1.06,40.56,53.81,9498.48,-75.85,-13.8,0,50680,3
5.39,17.67,2.65,40.56,53.88,9494.79,-72.66,-16.06,0,50728,3
7.51,17.53,3.88,40.57,53.81,9491.7,-68.87,-15.31,0,50779,3
7.34,17.29,3.72,40.57,53.88,9488.62,-65.15,-14.79,0,50830,3
4.46,16.31,1.21,40.58,53.88,9485.73,-61.34,-14.41,0,50884,3
4.34,16.59,-1.49,40.6,53.88,9482.83,-58.03,-15,0,50932,3
3.28,16.81,-2.93,40.63,53.88,9480.43,-54.43,-15.57,0,50983,3
8.92,18.46,-1.82,40.64,53.88,9478.04,-51.13,-15.01,0,51034,3
9.7,20,-0.07,40.65,53.88,9475.82,-47.9,-14.88,0,51085,3
3.84,16.17,-2.33,40.65,53.88,9473.77,-44.49,-13.67,0,51139,3
5.69,15.04,-4.06,40.66,53.81,9471.73,-41.53,-13.1,0,51187,3
6.83,13.72,-4.93,40.68,53.81,9470.1,-38.1,-12.26,0,51238,3
7.25,13.2,-4.27,40.69,53.88,9468.52,-34.97,-11.44,0,51289,3
7.8,11.97,-2.43,40.71,53.88,9467.08,-31.88,-9.43,0,51343,3
6.26,13.27,-3.61,40.72,53.88,9465.69,-29.26,-11.57,0,51391,3
4.06,13.71,-2.9,40.73,53.81,9464.58,-26.49,-12.2,0,51442,3
6.18,16.27,-1.3,40.74,53.88,9463.54,-23.99,-13.62,0,51493,3
7.49,16.81,1.44,40.76,53.88,9462.59,-21.73,-13.46,0,51547,3
18.65,24.88,9.99,40.78,53.81,9461.65,-20.26,-18.28,0,51595,3
6.11,16.83,3.99,40.79,53.81,9460.91,-18.38,-14.93,0,51646,3
4.16,13.66,4.64,40.81,53.88,9460.19,-16.73,-12.77,0,51697,3
2.93,13.72,3.32,40.83,53.88,9459.52,-15.35,-12.97,0,51751,3
3.34,13.71,3.57,40.85,53.81,9458.84,-14.53,-12.89,0,51799,3
3.05,13.69,4.02,40.87,53.81,9458.27,-13.63,-13.01,0,51851,3
7.07,14.91,3.48,40.89,53.81,9457.65,-13.26,-12.82,0,51903,3
4.33,14.67,5.09,40.91,53.81,9457.03,-13.1,-13.72,0,51957,3
12.28,18.52,6.65,40.92,53.88,9456.38,-13.12,-15.24,0,52004,3
5.8,18.04,6.17,40.93,53.81,9455.81,-13.19,-16.29,0,52055,3
5.8,19.12,2.38,40.95,53.81,9455.16,-13.65,-16.74,0,52106,3
3.45,14.35,-1.33,40.98,53.81,9454.43,-14.42,-12.99,0,52159,3
5.72,14.07,-2.53,41,53.75,9453.6,-15.52,-12.45,0,52207,3
11.79,13.86,-4.33,41.01,53.81,9452.78,-16.63,-11.42,0,52258,3
6.3,12.89,-4.52,41.03,53.81,9451.84,-18.05,-11.9,0,52310,3
7.06,12.83,-5.06,41.05,53.81,9450.78,-19.59,-11.89,0,52365,3
9.34,12.91,-5.46,41.06,53.81,9449.57,-21.26,-11.62,0,52413,3
7.97,13.06,-6.25,41.07,53.81,9448.42,-23.09,-12.34,0,52464,3
18.13,16.85,-6.35,41.09,53.81,9447.08,-25.12,-13.18,0,52514,3
8.1,13.75,-6.65,41.1,53.81,9445.66,-27.24,-12.98,0,52568,3
9.16,13.11,-6.64,41.11,53.75,9443.99,-29.51,-12.25,0,52616,3
7.57,12.9,-6.51,41.12,53.81,9442.39,-31.83,-12.32,0,52666,3
14.63,13,-6.8,41.14,53.81,9440.6,-34.19,-10.98,0,52717,3
13.65,13.2,-7.45,41.15,53.81,9438.65,-36.59,-11.59,0,52768,3
9.17,13.07,-6.92,41.16,53.81,9436.58,-39.06,-12.13,0,52823,3
7.07,13.32,-6,41.17,53.81,9434.21,-41.47,-12.29,0,52872,3
6.01,14.07,-5.31,41.17,53.81,9431.97,-44.04,-12.8,0,52923,3
8.58,14.73,-4.5,41.18,53.81,9429.52,-46.46,-12.19,0,52974,3
7.58,16.55,-3.8,41.18,53.81,9426.95,-48.87,-13.73,0,53028,3
6.49,19.27,-3.5,41.18,53.81,9424.12,-51.23,-16.34,0,53075,3
4.28,20.24,-0.23,41.2,53.81,9421.52,-53.83,-17.55,0,53126,3
5.23,17.2,1.41,41.21,53.75,9418.57,-56.34,-14.39,0,53176,3
14.38,17.23,3.65,41.23,53.75,9415.54,-58.82,-11.58,0,53230,3
6.97,15.11,8.04,41.25,53.81,9412.14,-61.39,-13.82,0,53278,3
6.17,12.99,7.05,41.29,53.81,9408.94,-64.4,-11.97,0,53329,3
6.23,13.03,7.07,41.31,53.81,9405.38,-67.41,-11.84,0,53380,3
4.17,11.2,8.55,41.32,53.81,9401.67,-70.46,-11.98,0,53434,3
6.05,11.13,9.12,41.34,53.81,9397.6,-73.36,-11.6,0,53482,3
6.55,9.83,8.85,41.34,53.81,9393.82,-76.33,-10.38,0,53533,3
3.33,8.35,9.76,41.35,53.81,9389.67,-79.12,-11.19,0,53584,3
3.16,7.79,10.09,41.36,53.81,9385.4,-81.77,-11.21,0,53638,3
2.47,8.49,10.55,41.36,53.81,9380.76,-84.24,-12.11,0,53686,3
5.43,9.16,11.58,41.37,53.81,9376.51,-86.73,-12.43,0,53737,3
4.9,9.62,13.22,41.38,53.81,9371.88,-89.16,-14.12,0,53788,3
11.47,11.08,13.53,41.39,53.81,9367.14,-91.44,-13.17,0,53842,3
3.4,11.89,8.22,41.41,53.75,9361.99,-93.75,-12.72,0,53890,3
6.01,12.37,6.42,41.43,53.75,9357.29,-96.17,-11.48,0,53941,3
6.32,14.05,5.62,41.44,53.81,9352.2,-98.31,-12.49,0,53992,3
6.74,16.09,3.22,41.47,53.81,9347,-100.57,-13.52,0,54046,3
11.33,19.12,1.52,41.47,53.75,9341.38,-102.78,-14.69,0,54094,3
10.21,19.47,-0.56,41.48,53.75,9336.28,-104.86,-15.49,0,54145,3
13.5,16.67,-1.61,41.49,53.75,9330.79,-106.65,-12.41,0,54196,3
4.54,14.07,-1.35,41.51,53.75,9325.19,-108.49,-12.61,0,54250,3
4.04,13.48,-1.51,41.54,53.81,9319.19,-110.21,-12.38,0,54298,3
9.57,10.64,-1.64,41.56,53.75,9313.75,-111.94,-8.69,0,54349,3
7.86,10.22,-2.94,41.58,53.75,9307.89,-113.57,-8.72,0,54402,3
11.16,11.56,-2.29,41.59,53.75,9301.74,-115.04,-9.37,0,54453,3
6.26,13.35,-1.33,41.6,53.75,9295.75,-116.49,-11.89,0,54507,3
7.9,15.12,-1.06,41.61,53.75,9289.36,-117.84,-13.14,0,54554,3
6.38,16.94,0.96,41.62,53.75,9283.74,-119.11,-15.1,0,54605,3
7.75,20.65,0.77,41.63,53.75,9277.59,-120.3,-18.23,0,54656,3
5.14,17.49,0.39,41.64,53.81,9271.42,-121.11,-15.77,0,54709,3
9.14,17.57,1.13,41.65,53.75,9264.97,-121.87,-15.06,0,54757,3
5.76,14.11,0.95,41.67,53.75,9259.1,-122.31,-12.57,0,54808,3
4.71,13.95,1.68,41.69,53.75,9252.85,-122.76,-12.8,0,54860,3
3.14,14.28,3.02,41.7,53.75,9246.47,-123.07,-13.68,0,54915,3
8.47,15.72,4.21,41.71,53.81,9239.73,-123.21,-14.37,0,54963,3
8.16,16.83,3.64,41.73,53.75,9233.85,-123.28,-15.5,0,55014,3
10.86,17.01,4.66,41.74,53.75,9227.6,-123.32,-15.66,0,55065,3
6.67,13.36,4.22,41.76,53.81,9221.38,-123.01,-12.93,0,55118,3
5.39,12.8,3.72,41.78,53.75,9214.91,-122.83,-12.48,0,55166,3
10.2,12.31,3.97,41.8,53.75,9209.08,-122.36,-11.78,0,55216,3
7.69,11.68,3.74,41.82,53.75,9203.04,-121.92,-11.37,0,55267,3
5.43,11.87,4.11,41.84,53.75,9196.89,-121.49,-11.85,0,55321,3
3.6,11.95,3.7,41.86,53.75,9190.41,-121.08,-11.67,0,55370,3
5.68,10.7,4.19,41.87,53.75,9184.56,-120.39,-10.77,0,55422,3
5.18,10.92,5.29,41.89,53.75,9178.4,-119.69,-11.53,0,55473,3
7.27,10.94,5.96,41.9,53.75,9172.42,-118.81,-11.77,0,55542,3
8.18,11.85,6.84,41.93,53.81,9164.33,-118.51,-12.75,0,55619,3
13.38,15.73,7.92,41.94,53.75,9155.32,-118.51,-15.74,0,55674,3
9.74,11.38,8.37,41.95,53.75,9148.96,-117.4,-13.36,0,55724,3
6.4,10.38,6.98,41.95,53.69,9143.29,-115.75,-11.92,0,55760,3
4.51,10.08,6.58,41.96,53.75,9139.34,-112.83,-11.59,0,55796,3
2.49,10.28,6.58,41.98,53.75,9135.5,-109.91,-11.87,0,55847,3
5.78,9.01,6.29,41.99,53.75,9130.11,-108,-10.65,0,55898,3
6.08,9.69,7.48,42,53.75,9124.84,-106.01,-11.92,0,55952,3
6.65,11.29,7.64,42.01,53.75,9119.36,-104.13,-13.16,0,56002,3
6.46,13.68,8.07,42.02,53.75,9114.41,-101.98,-15.25,0,56053,3
6.85,13.01,7.61,42.03,53.75,9109.48,-99.77,-14.43,0,56104,3
5.35,11.42,6.61,42.04,53.69,9104.66,-97.46,-12.66,0,56157,3
5.04,10.57,6.71,42.06,53.75,9099.78,-95.08,-12.13,0,56205,3
8.2,11.28,6.48,42.07,53.75,9095.51,-92.35,-12.43,0,56255,3
6.04,11.91,6.77,42.09,53.75,9091.18,-89.78,-13.21,0,56306,3
7.37,12.01,6.55,42.1,53.75,9086.9,-87.27,-13.15,0,56360,3
6.99,13.64,5.8,42.12,53.69,9082.47,-85.08,-13.86,0,56408,3
12.53,12.83,7.55,42.13,53.75,9078.68,-82.42,-14.64,0,56460,3
4.33,10.92,6.36,42.16,53.69,9074.66,-80.16,-12.29,0,56512,3
9.39,10.21,6.53,42.17,53.75,9070.78,-77.76,-12.28,0,56563,3
8.21,10.09,6.23,42.19,53.75,9067.09,-75.4,-12,0,56617,3
6.04,9.44,6.22,42.2,53.69,9063.29,-73.29,-11.41,0,56664,3
8.29,9.17,6.57,42.22,53.75,9060.12,-70.64,-11.86,0,56715,3
8.31,8.49,6.48,42.24,53.69,9056.77,-68.46,-11.48,0,56765,3
10.98,7.82,6.29,42.25,53.75,9053.62,-66.1,-11.49,0,56819,3
9.58,8.05,6.53,42.26,53.75,9050.31,-64.08,-11.64,0,56867,3
12.59,8,6.15,42.28,53.69,9047.48,-61.85,-12.04,0,56918,3
12.97,8.13,6.44,42.29,53.69,9044.57,-59.82,-12.54,0,56970,3
13.12,7.77,6.14,42.3,53.69,9041.7,-57.87,-12.26,0,57025,3
6.12,8.16,6.02,42.32,53.69,9038.76,-56.07,-10.69,0,57073,3
17.11,7.71,5.59,42.33,53.75,9036.31,-53.88,-13.09,0,57124,3
8.4,7.76,6.14,42.34,53.69,9033.8,-51.95,-11.26,0,57175,3
11.8,7.6,6,42.35,53.75,9031.39,-49.96,-12.11,0,57228,3
12.78,7.43,6.03,42.36,53.75,9028.97,-48.2,-12.45,0,57276,3
8.38,7.26,6.47,42.38,53.69,9026.88,-46.27,-11.43,0,57326,3
15.37,6.81,4.21,42.39,53.69,9024.77,-44.56,-11.73,0,57377,3
10.76,7.64,5.47,42.4,53.69,9022.7,-43,-11.73,0,57431,3
12.54,7.53,5.46,42.42,53.75,9020.57,-41.67,-12.36,0,57479,3
10.16,7.22,5.93,42.44,53.75,9018.75,-40.11,-11.86,0,57530,3
15.71,7.08,4.99,42.44,53.69,9016.88,-38.88,-13.13,0,57581,3
9.54,7.7,5.08,42.45,53.69,9015.06,-37.61,-11.4,0,57635,3
18.03,8.19,2.74,42.47,53.69,9013.19,-36.63,-13.17,0,57683,3
11.58,7.26,4.41,42.48,53.69,9011.58,-35.41,-11.62,0,57734,3
11.16,7.1,4.48,42.49,53.69,9009.92,-34.4,-11.52,0,57785,3
9.07,7.62,4.56,42.5,53.69,9008.3,-33.41,-11.08,0,57839,3
10.78,7.69,4.77,42.52,53.75,9006.63,-32.67,-12.03,0,57887,3
9.46,7.97,4.91,42.53,53.75,9005.18,-31.75,-11.81,0,57950,3
9.96,7.64,4.57,42.54,53.75,9003.29,-31.42,-11.68,0,58007,3
13.53,7.36,3.11,42.55,53.69,9001.59,-31.04,-12.18,0,58040,3
18.17,6.2,0.47,42.56,53.75,9000.68,-29.58,-11.97,0,58094,3
12.82,6.41,2.04,42.57,53.69,8999.17,-29.19,-10.83,0,58142,3
14.39,6.74,2.24,42.58,53.69,8997.85,-28.7,-11.91,0,58193,3
15.7,5.99,2.01,42.59,53.69,8996.46,-28.39,-11.92,0,58244,3
17.55,5.83,2.4,42.6,53.69,8995.07,-28.25,-12.89,0,58298,3
11.98,6.5,5.19,42.61,53.69,8993.6,-28.27,-12.46,0,58346,3
13.71,6.06,4.61,42.63,53.69,8992.28,-28.24,-12.55,0,58397,3
17.05,4.13,1.87,42.65,53.69,8990.86,-28.43,-11.19,0,58448,3
15.35,3.91,1.29,42.67,53.69,8989.4,-28.88,-9.58,0,58502,3
14.93,5.14,3.97,42.69,53.69,8987.8,-29.66,-11.55,0,58551,3
11.22,4.82,5.17,42.72,53.69,8986.29,-30.55,-10.39,0,58603,3
13.2,3.74,5.1,42.73,53.69,8984.63,-31.62,-10.81,0,58654,3
10.24,3.25,6.53,42.75,53.75,8982.94,-32.76,-10.44,0,58707,3
13.82,5.4,4.97,42.77,53.69,8981.09,-34.19,-10.27,0,58755,3
16.03,3.88,4.65,42.78,53.69,8979.34,-35.68,-10.66,0,58806,3
11.91,2.5,6.03,42.8,53.69,8977.39,-37.31,-10.01,0,58856,3
11.91,1.51,6.27,42.81,53.69,8975.39,-38.97,-10.17,0,58910,3
11.41,0.66,5.95,42.82,53.69,8973.14,-40.64,-9.69,0,58958,3
14.48,0.32,5.7,42.84,53.69,8971.04,-42.55,-10.67,0,59010,3
15.39,-0.62,5.51,42.86,53.69,8968.66,-44.55,-11.08,0,59062,3
15.26,-1.4,4.85,42.87,53.75,8966.18,-46.48,-10.74,0,59116,3
13.76,-1.66,4.68,42.89,53.69,8963.48,-48.58,-10.07,0,59164,3
11.59,-1.68,4.98,42.9,53.75,8960.98,-50.66,-9.38,0,59215,3
17.12,-1.8,1.79,42.92,53.69,8958.2,-52.88,-9.46,0,59265,3
14.08,-1.75,3.67,42.93,53.69,8955.36,-55.1,-9.5,0,59319,3
17.14,0.19,0.76,42.94,53.69,8952.19,-57.13,-7.64,0,59366,3
10.41,-2,3.42,42.95,53.63,8949.3,-59.48,-7.82,0,59417,3
8.47,-2.33,4.66,42.96,53.69,8946.08,-61.58,-7.93,0,59468,3
8.53,-2.43,4.28,42.98,53.69,8942.74,-63.77,-7.72,0,59520,3
11.35,-2.97,4.63,42.99,53.69,8939.22,-66,-9.42,0,59575,3
9.7,-1.4,4.39,43.01,53.63,8935.38,-68.13,-7.45,0,59623,3
16.93,0.82,4.24,43.01,53.69,8931.92,-70.28,-8.65,0,59674,3
15.24,2.07,6.5,43.03,53.69,8928.15,-72.37,-8.04,0,59725,3
21.54,0.95,6.34,43.04,53.69,8924.26,-74.64,-11.09,0,59778,3
14.88,-0.82,6.23,43.06,53.69,8920.1,-76.8,-9.66,0,59826,3
9.45,-3.32,4.44,43.08,53.69,8916.21,-79.16,-8.48,0,59876,3
9.65,-3.43,4.32,43.1,53.69,8912.05,-81.44,-8.55,0,59927,3
9.76,-3.2,4.46,43.12,53.69,8907.68,-83.75,-8.53,0,59981,3
15.74,-0.85,2.76,43.13,53.63,8902.94,-85.99,-8.12,0,60029,3
10.89,-1.98,1.64,43.15,53.63,8898.6,-88.29,-6.41,0,60080,3
11.8,-3.07,3.19,43.16,53.69,8893.91,-90.4,-8.42,0,60131,3
8.44,-3.43,4.14,43.18,53.63,8889.09,-92.64,-7.99,0,60185,3
11.42,-3.57,3.51,43.19,53.63,8883.88,-94.71,-8.72,0,60233,3
7.43,-3.71,3.59,43.21,53.69,8879.15,-96.81,-7.43,0,60284,3
11.14,-3.28,2.1,43.23,53.63,8874.02,-98.89,-7.47,0,60335,3
8.8,-3.15,3.37,43.24,53.63,8868.79,-100.84,-7.29,0,60389,3
10.79,-3.05,3.82,43.25,53.69,8863.18,-102.54,-8.11,0,60437,3
14.47,-1.32,2.8,43.27,53.69,8858.11,-104.27,-7.41,0,60488,3
12.64,-2.14,3.7,43.28,53.63,8852.64,-105.9,-7.84,0,60539,3
9.35,-3.3,4.77,43.29,53.69,8847.11,-107.34,-8.2,0,60593,3
15.07,-1.29,5.68,43.31,53.63,8841.17,-108.85,-8.97,0,60641,3
9.25,-3.19,5.79,43.32,53.63,8835.83,-110.23,-8.62,0,60692,3
10.14,-3.26,5.82,43.33,53.63,8830.1,-111.46,-8.89,0,60743,3
15.59,-2.53,5.7,43.36,53.63,8824.31,-112.75,-9.72,0,60797,3
17.47,-3.2,5.8,43.37,53.63,8818.12,-113.92,-10.6,0,60845,3
5.82,-3.01,6.5,43.39,53.63,8812.57,-114.92,-8.04,0,60896,3
10.47,-2.47,6.99,43.4,53.63,8806.64,-115.84,-9.19,0,60947,3
8.81,-1.31,6.58,43.42,53.63,8800.67,-116.59,-7.8,0,60998,3
13.69,-1.02,6.8,43.43,53.63,8794.67,-117.29,-8.9,0,61052,3
